aqi,co,cosubindex,county,latitude,longitude,monitor_date,monitordate,no2,no2subindex,o3,o38subindex,o3subindex,pm10,pm10subindex,pm25subindex,pm2_5,site_name,siteid,sitename,so2,so2subindex,status
67,5.0,,,,,2025-12-26 00:00:00,,59.0,,,,,61.0,,,67.0,小港,,,12.0,,
61,5.0,,,,,2025-12-26 00:00:00,,53.0,,,,,61.0,,,60.0,前鎮,,,12.0,,
58,3.0,,,,,2025-12-26 00:00:00,,48.0,,,,,58.0,,,58.0,前金,,,12.0,,
61,3.0,,,,,2025-12-26 00:00:00,,51.0,,,,,54.0,,,61.0,左營,,,6.0,,
66,3.0,,,,,2025-12-26 00:00:00,,51.0,,,,,64.0,,,66.0,楠梓,,,12.0,,
75,5.0,,,,,2025-12-26 00:00:00,,59.0,,,,,70.0,,,75.0,林園,,,38.0,,
72,5.0,,,,,2025-12-26 00:00:00,,62.0,,,,,63.0,,,72.0,大寮,,,12.0,,
66,7.0,,,,,2025-12-26 00:00:00,,62.0,,,,,60.0,,,66.0,鳳山,,,12.0,,
68,5.0,,,,,2025-12-26 00:00:00,,56.0,,,,,63.0,,,68.0,仁武,,,12.0,,
71,3.0,,,,,2025-12-26 00:00:00,,52.0,,,,,63.0,,,71.0,橋頭,,,12.0,,
53,3.0,,,,,2025-12-26 00:00:00,,31.0,,,,,50.0,,,53.0,美濃,,,12.0,,
60,3.0,,,,,2025-12-26 00:00:00,,51.0,,,,,58.0,,,60.0,臺南,,,12.0,,
59,3.0,,,,,2025-12-26 00:00:00,,38.0,,,,,59.0,,,59.0,安南,,,6.0,,
64,2.0,,,,,2025-12-26 00:00:00,,43.0,,,,,55.0,,,64.0,善化,,,19.0,,
62,3.0,,,,,2025-12-26 00:00:00,,52.0,,,,,58.0,,,62.0,新營,,,6.0,,
61,5.0,,,,,2025-12-26 00:00:00,,52.0,,,,,59.0,,,61.0,嘉義,,,44.0,,
59,3.0,,,,,2025-12-26 00:00:00,,48.0,,,,,59.0,,,45.0,臺西,,,12.0,,
54,3.0,,,,,2025-12-26 00:00:00,,38.0,,,,,54.0,,,49.0,朴子,,,6.0,,
54,3.0,,,,,2025-12-26 00:00:00,,43.0,,,,,52.0,,,54.0,新港,,,12.0,,
60,5.0,,,,,2025-12-26 00:00:00,,43.0,,,,,47.0,,,60.0,崙背,,,12.0,,
64,3.0,,,,,2025-12-26 00:00:00,,55.0,,,,,58.0,,,64.0,斗六,,,19.0,,
56,3.0,,,,,2025-12-26 00:00:00,,53.0,,,,,48.0,,,56.0,南投,,,6.0,,
54,2.0,,,,,2025-12-26 00:00:00,,29.0,,,,,54.0,,,33.0,二林,,,6.0,,
30,1.0,,,,,2025-12-26 00:00:00,,21.0,,,,,30.0,,,25.0,線西,,,6.0,,
52,3.0,,,,,2025-12-26 00:00:00,,52.0,,,,,35.0,,,37.0,彰化,,,0.0,,
45,2.0,,,,,2025-12-26 00:00:00,,45.0,,,,,32.0,,,38.0,西屯,,,6.0,,
54,3.0,,,,,2025-12-26 00:00:00,,54.0,,,,,35.0,,,44.0,忠明,,,6.0,,
54,6.0,,,,,2025-12-26 00:00:00,,54.0,,,,,40.0,,,29.0,大里,,,6.0,,
32,2.0,,,,,2025-12-26 00:00:00,,26.0,,,,,32.0,,,31.0,沙鹿,,,6.0,,
38,2.0,,,,,2025-12-26 00:00:00,,36.0,,,,,27.0,,,38.0,豐原,,,6.0,,
33,1.0,,,,,2025-12-26 00:00:00,,10.0,,,,,17.0,,,22.0,三義,,,6.0,,
31,2.0,,,,,2025-12-26 00:00:00,,24.0,,,,,22.0,,,28.0,苗栗,,,12.0,,
33,2.0,,,,,2025-12-26 00:00:00,,33.0,,,,,32.0,,,31.0,頭份,,,12.0,,
36,2.0,,,,,2025-12-26 00:00:00,,36.0,,,,,32.0,,,34.0,新竹,,,6.0,,
34,1.0,,,,,2025-12-26 00:00:00,,19.0,,,,,20.0,,,24.0,竹東,,,6.0,,
38,2.0,,,,,2025-12-26 00:00:00,,38.0,,,,,37.0,,,27.0,湖口,,,6.0,,
31,1.0,,,,,2025-12-26 00:00:00,,26.0,,,,,25.0,,,24.0,龍潭,,,6.0,,
45,3.0,,,,,2025-12-26 00:00:00,,45.0,,,,,32.0,,,42.0,平鎮,,,0.0,,
40,1.0,,,,,2025-12-26 00:00:00,,33.0,,,,,40.0,,,34.0,觀音,,,6.0,,
54,1.0,,,,,2025-12-26 00:00:00,,54.0,,,,,28.0,,,35.0,大園,,,19.0,,
48,3.0,,,,,2025-12-26 00:00:00,,48.0,,,,,30.0,,,33.0,桃園,,,12.0,,
61,9.0,,,,,2025-12-26 00:00:00,,61.0,,,,,32.0,,,42.0,大同,,,12.0,,
55,2.0,,,,,2025-12-26 00:00:00,,55.0,,,,,38.0,,,41.0,松山,,,6.0,,
51,2.0,,,,,2025-12-26 00:00:00,,51.0,,,,,33.0,,,30.0,古亭,,,6.0,,
53,2.0,,,,,2025-12-26 00:00:00,,53.0,,,,,32.0,,,33.0,萬華,,,6.0,,
54,3.0,,,,,2025-12-26 00:00:00,,54.0,,,,,40.0,,,42.0,中山,,,0.0,,
43,2.0,,,,,2025-12-26 00:00:00,,43.0,,,,,32.0,,,30.0,士林,,,12.0,,
38,2.0,,,,,2025-12-26 00:00:00,,33.0,,,,,37.0,,,38.0,淡水,,,6.0,,
52,2.0,,,,,2025-12-26 00:00:00,,52.0,,,,,32.0,,,35.0,林口,,,12.0,,
45,2.0,,,,,2025-12-26 00:00:00,,45.0,,,,,30.0,,,28.0,菜寮,,,6.0,,
45,2.0,,,,,2025-12-26 00:00:00,,45.0,,,,,40.0,,,38.0,新莊,,,6.0,,
52,3.0,,,,,2025-12-26 00:00:00,,52.0,,,,,32.0,,,40.0,板橋,,,6.0,,
52,3.0,,,,,2025-12-26 00:00:00,,52.0,,,,,32.0,,,23.0,土城,,,6.0,,
43,2.0,,,,,2025-12-26 00:00:00,,43.0,,,,,28.0,,,31.0,新店,,,6.0,,
52,2.0,,,,,2025-12-26 00:00:00,,52.0,,,,,32.0,,,38.0,汐止,,,12.0,,
37,1.0,,,,,2025-12-26 00:00:00,,21.0,,,,,37.0,,,35.0,基隆,,,6.0,,
88,6.0,,,,,2025-12-25 00:00:00,,43.0,,,,,88.0,,,70.0,林森,,,12.0,,
53,3.0,,,,,2025-12-25 00:00:00,,45.0,,,,,48.0,,,53.0,員林,,,12.0,,
58,2.0,,,,,2025-12-25 00:00:00,,19.0,,,,,57.0,,,58.0,大城,,,6.0,,
72,2.0,,,,,2025-12-25 00:00:00,,12.0,,,,,72.0,,,67.0,富貴角,,,0.0,,
79,3.0,,,,,2025-12-25 00:00:00,,17.0,,,,,79.0,,,55.0,麥寮,,,12.0,,
31,2.0,,,,,2025-12-25 00:00:00,,14.0,,,,,22.0,,,29.0,關山,,,6.0,,
50,3.0,,,,,2025-12-25 00:00:00,,12.0,,,,,50.0,,,49.0,馬公,,,0.0,,
64,5.0,,,,,2025-12-25 00:00:00,,33.0,,,,,42.0,,,64.0,金門,,,6.0,,
57,5.0,,,,,2025-12-25 00:00:00,,31.0,,,,,43.0,,,57.0,馬祖,,,6.0,,
63,3.0,,,,,2025-12-25 00:00:00,,26.0,,,,,47.0,,,63.0,埔里,,,12.0,,
86,6.0,,,,,2025-12-25 00:00:00,,50.0,,,,,80.0,,,86.0,復興,,,12.0,,
55,7.0,,,,,2025-12-25 00:00:00,,55.0,,,,,28.0,,,41.0,永和,,,6.0,,
61,3.0,,,,,2025-12-25 00:00:00,,38.0,,,,,55.0,,,61.0,竹山,,,6.0,,
52,5.0,,,,,2025-12-25 00:00:00,,50.0,,,,,37.0,,,52.0,中壢,,,6.0,,
56,8.0,,,,,2025-12-25 00:00:00,,56.0,,,,,37.0,,,40.0,三重,,,6.0,,
38,2.0,,,,,2025-12-25 00:00:00,,29.0,,,,,17.0,,,31.0,冬山,,,6.0,,
37,3.0,,,,,2025-12-25 00:00:00,,17.0,,,,,12.0,,,32.0,宜蘭,,,0.0,,
36,3.0,,,,,2025-12-25 00:00:00,,10.0,,,,,13.0,,,10.0,陽明,,,6.0,,
31,3.0,,,,,2025-12-25 00:00:00,,19.0,,,,,22.0,,,15.0,花蓮,,,6.0,,
33,2.0,,,,,2025-12-25 00:00:00,,14.0,,,,,32.0,,,26.0,臺東,,,19.0,,
38,2.0,,,,,2025-12-25 00:00:00,,5.0,,,,,18.0,,,29.0,恆春,,,0.0,,
84,3.0,,,,,2025-12-25 00:00:00,,29.0,,,,,77.0,,,84.0,潮州,,,19.0,,
81,3.0,,,,,2025-12-25 00:00:00,,33.0,,,,,73.0,,,81.0,屏東,,,6.0,,
84,5.0,,,,,2025-12-25 00:00:00,,51.0,,,,,81.0,,,84.0,小港,,,12.0,,
86,6.0,,,,,2025-12-25 00:00:00,,48.0,,,,,86.0,,,86.0,前鎮,,,12.0,,
90,5.0,,,,,2025-12-25 00:00:00,,43.0,,,,,90.0,,,75.0,前金,,,12.0,,
81,5.0,,,,,2025-12-25 00:00:00,,43.0,,,,,81.0,,,81.0,左營,,,12.0,,
86,5.0,,,,,2025-12-25 00:00:00,,38.0,,,,,86.0,,,81.0,楠梓,,,6.0,,
89,5.0,,,,,2025-12-25 00:00:00,,40.0,,,,,87.0,,,89.0,林園,,,19.0,,
87,3.0,,,,,2025-12-25 00:00:00,,36.0,,,,,81.0,,,87.0,大寮,,,12.0,,
84,6.0,,,,,2025-12-25 00:00:00,,51.0,,,,,79.0,,,84.0,鳳山,,,12.0,,
84,5.0,,,,,2025-12-25 00:00:00,,53.0,,,,,84.0,,,84.0,仁武,,,12.0,,
84,5.0,,,,,2025-12-25 00:00:00,,45.0,,,,,84.0,,,82.0,橋頭,,,12.0,,
68,3.0,,,,,2025-12-25 00:00:00,,24.0,,,,,62.0,,,68.0,美濃,,,6.0,,
89,3.0,,,,,2025-12-25 00:00:00,,40.0,,,,,89.0,,,65.0,臺南,,,12.0,,
90,5.0,,,,,2025-12-25 00:00:00,,26.0,,,,,90.0,,,66.0,安南,,,6.0,,
71,3.0,,,,,2025-12-25 00:00:00,,38.0,,,,,71.0,,,67.0,善化,,,12.0,,
71,3.0,,,,,2025-12-25 00:00:00,,40.0,,,,,71.0,,,61.0,新營,,,6.0,,
69,5.0,,,,,2025-12-25 00:00:00,,45.0,,,,,69.0,,,63.0,嘉義,,,12.0,,
77,3.0,,,,,2025-12-25 00:00:00,,14.0,,,,,77.0,,,46.0,臺西,,,6.0,,
76,3.0,,,,,2025-12-25 00:00:00,,24.0,,,,,76.0,,,55.0,朴子,,,6.0,,
70,5.0,,,,,2025-12-25 00:00:00,,36.0,,,,,70.0,,,61.0,新港,,,12.0,,
87,5.0,,,,,2025-12-25 00:00:00,,38.0,,,,,87.0,,,69.0,崙背,,,6.0,,
74,3.0,,,,,2025-12-25 00:00:00,,52.0,,,,,74.0,,,65.0,斗六,,,6.0,,
50,3.0,,,,,2025-12-25 00:00:00,,43.0,,,,,50.0,,,49.0,南投,,,6.0,,
78,3.0,,,,,2025-12-25 00:00:00,,36.0,,,,,78.0,,,49.0,二林,,,6.0,,
48,3.0,,,,,2025-12-25 00:00:00,,43.0,,,,,48.0,,,42.0,線西,,,12.0,,
55,3.0,,,,,2025-12-25 00:00:00,,48.0,,,,,55.0,,,46.0,彰化,,,6.0,,
55,3.0,,,,,2025-12-25 00:00:00,,55.0,,,,,40.0,,,47.0,西屯,,,6.0,,
57,3.0,,,,,2025-12-25 00:00:00,,57.0,,,,,38.0,,,43.0,忠明,,,6.0,,
55,5.0,,,,,2025-12-25 00:00:00,,55.0,,,,,43.0,,,38.0,大里,,,6.0,,
42,3.0,,,,,2025-12-25 00:00:00,,38.0,,,,,42.0,,,41.0,沙鹿,,,0.0,,
36,3.0,,,,,2025-12-25 00:00:00,,31.0,,,,,22.0,,,36.0,豐原,,,6.0,,
48,3.0,,,,,2025-12-25 00:00:00,,48.0,,,,,17.0,,,28.0,三義,,,12.0,,
42,3.0,,,,,2025-12-25 00:00:00,,26.0,,,,,27.0,,,42.0,苗栗,,,12.0,,
39,3.0,,,,,2025-12-25 00:00:00,,38.0,,,,,37.0,,,39.0,頭份,,,12.0,,
38,3.0,,,,,2025-12-25 00:00:00,,26.0,,,,,35.0,,,38.0,新竹,,,12.0,,
31,3.0,,,,,2025-12-25 00:00:00,,19.0,,,,,22.0,,,30.0,竹東,,,6.0,,
37,3.0,,,,,2025-12-25 00:00:00,,21.0,,,,,37.0,,,31.0,湖口,,,12.0,,
30,3.0,,,,,2025-12-25 00:00:00,,24.0,,,,,27.0,,,30.0,龍潭,,,0.0,,
43,3.0,,,,,2025-12-25 00:00:00,,36.0,,,,,35.0,,,43.0,平鎮,,,6.0,,
40,3.0,,,,,2025-12-25 00:00:00,,17.0,,,,,35.0,,,40.0,觀音,,,6.0,,
51,3.0,,,,,2025-12-25 00:00:00,,51.0,,,,,12.0,,,47.0,大園,,,12.0,,
34,3.0,,,,,2025-12-25 00:00:00,,24.0,,,,,27.0,,,34.0,桃園,,,6.0,,
52,7.0,,,,,2025-12-25 00:00:00,,52.0,,,,,23.0,,,40.0,大同,,,6.0,,
36,3.0,,,,,2025-12-25 00:00:00,,31.0,,,,,32.0,,,36.0,松山,,,6.0,,
38,3.0,,,,,2025-12-25 00:00:00,,38.0,,,,,30.0,,,31.0,古亭,,,6.0,,
43,5.0,,,,,2025-12-25 00:00:00,,43.0,,,,,25.0,,,33.0,萬華,,,6.0,,
38,3.0,,,,,2025-12-25 00:00:00,,38.0,,,,,28.0,,,30.0,中山,,,0.0,,
48,3.0,,,,,2025-12-25 00:00:00,,48.0,,,,,25.0,,,29.0,士林,,,6.0,,
38,3.0,,,,,2025-12-25 00:00:00,,19.0,,,,,30.0,,,38.0,淡水,,,6.0,,
38,3.0,,,,,2025-12-25 00:00:00,,21.0,,,,,27.0,,,38.0,林口,,,6.0,,
31,3.0,,,,,2025-12-25 00:00:00,,29.0,,,,,25.0,,,31.0,菜寮,,,0.0,,
40,3.0,,,,,2025-12-25 00:00:00,,24.0,,,,,32.0,,,40.0,新莊,,,0.0,,
43,5.0,,,,,2025-12-25 00:00:00,,40.0,,,,,28.0,,,43.0,板橋,,,6.0,,
36,3.0,,,,,2025-12-25 00:00:00,,36.0,,,,,28.0,,,32.0,土城,,,6.0,,
35,3.0,,,,,2025-12-25 00:00:00,,29.0,,,,,28.0,,,35.0,新店,,,6.0,,
36,3.0,,,,,2025-12-25 00:00:00,,19.0,,,,,28.0,,,36.0,汐止,,,12.0,,
42,3.0,,,,,2025-12-25 00:00:00,,17.0,,,,,38.0,,,42.0,基隆,,,6.0,,
122,7.0,,,,,2025-12-24 00:00:00,,54.0,,,,,99.0,,,122.0,林森,,,12.0,,
78,5.0,,,,,2025-12-24 00:00:00,,45.0,,,,,62.0,,,78.0,員林,,,12.0,,
64,2.0,,,,,2025-12-24 00:00:00,,19.0,,,,,63.0,,,64.0,大城,,,6.0,,
67,1.0,,,,,2025-12-24 00:00:00,,12.0,,,,,59.0,,,54.0,富貴角,,,0.0,,
69,2.0,,,,,2025-12-24 00:00:00,,40.0,,,,,69.0,,,61.0,麥寮,,,6.0,,
31,1.0,,,,,2025-12-24 00:00:00,,17.0,,,,,18.0,,,19.0,關山,,,6.0,,
55,2.0,,,,,2025-12-24 00:00:00,,10.0,,,,,53.0,,,55.0,馬公,,,0.0,,
92,5.0,,,,,2025-12-24 00:00:00,,59.0,,,,,73.0,,,92.0,金門,,,19.0,,
93,5.0,,,,,2025-12-24 00:00:00,,43.0,,,,,78.0,,,93.0,馬祖,,,6.0,,
68,3.0,,,,,2025-12-24 00:00:00,,40.0,,,,,54.0,,,68.0,埔里,,,6.0,,
125,9.0,,,,,2025-12-24 00:00:00,,59.0,,,,,93.0,,,125.0,復興,,,12.0,,
52,5.0,,,,,2025-12-24 00:00:00,,43.0,,,,,50.0,,,52.0,永和,,,12.0,,
87,3.0,,,,,2025-12-24 00:00:00,,45.0,,,,,69.0,,,87.0,竹山,,,25.0,,
64,8.0,,,,,2025-12-24 00:00:00,,56.0,,,,,54.0,,,64.0,中壢,,,6.0,,
64,10.0,,,,,2025-12-24 00:00:00,,64.0,,,,,55.0,,,56.0,三重,,,12.0,,
38,3.0,,,,,2025-12-24 00:00:00,,38.0,,,,,32.0,,,36.0,冬山,,,0.0,,
38,2.0,,,,,2025-12-24 00:00:00,,24.0,,,,,23.0,,,38.0,宜蘭,,,0.0,,
48,2.0,,,,,2025-12-24 00:00:00,,5.0,,,,,23.0,,,15.0,陽明,,,6.0,,
36,2.0,,,,,2025-12-24 00:00:00,,21.0,,,,,22.0,,,24.0,花蓮,,,6.0,,
39,2.0,,,,,2025-12-24 00:00:00,,17.0,,,,,28.0,,,27.0,臺東,,,6.0,,
38,1.0,,,,,2025-12-24 00:00:00,,2.0,,,,,,,,,恆春,,,6.0,,
129,5.0,,,,,2025-12-24 00:00:00,,36.0,,110.0,,,86.0,,,107.0,潮州,,,31.0,,
115,5.0,,,,,2025-12-24 00:00:00,,45.0,,,,,83.0,,,103.0,屏東,,,6.0,,
112,6.0,,,,,2025-12-24 00:00:00,,63.0,,,,,97.0,,,112.0,小港,,,19.0,,
117,7.0,,,,,2025-12-24 00:00:00,,57.0,,,,,102.0,,,117.0,前鎮,,,25.0,,
106,6.0,,,,,2025-12-24 00:00:00,,57.0,,,,,102.0,,,106.0,前金,,,6.0,,
111,7.0,,,,,2025-12-24 00:00:00,,59.0,,,,,92.0,,,111.0,左營,,,19.0,,
104,3.0,,,,,2025-12-24 00:00:00,,50.0,,,,,93.0,,,104.0,楠梓,,,6.0,,
112,5.0,,,,,2025-12-24 00:00:00,,45.0,,,,,94.0,,,103.0,林園,,,25.0,,
108,6.0,,,,,2025-12-24 00:00:00,,55.0,,,,,89.0,,,108.0,大寮,,,44.0,,
105,8.0,,,,,2025-12-24 00:00:00,,59.0,,,,,86.0,,,105.0,鳳山,,,12.0,,
114,6.0,,,,,2025-12-24 00:00:00,,60.0,,,,,93.0,,,114.0,仁武,,,25.0,,
110,5.0,,,,,2025-12-24 00:00:00,,48.0,,,,,93.0,,,110.0,橋頭,,,6.0,,
90,3.0,,,,,2025-12-24 00:00:00,,33.0,,,,,63.0,,,75.0,美濃,,,6.0,,
110,5.0,,,,,2025-12-24 00:00:00,,54.0,,,,,96.0,,,110.0,臺南,,,12.0,,
115,5.0,,,,,2025-12-24 00:00:00,,48.0,,,,,91.0,,,115.0,安南,,,12.0,,
102,3.0,,,,,2025-12-24 00:00:00,,29.0,,,,,96.0,,,102.0,善化,,,25.0,,
96,3.0,,,,,2025-12-24 00:00:00,,33.0,,,,,87.0,,,96.0,新營,,,12.0,,
104,3.0,,,,,2025-12-24 00:00:00,,36.0,,,,,87.0,,,104.0,嘉義,,,19.0,,
67,2.0,,,,,2025-12-24 00:00:00,,29.0,,,,,67.0,,,60.0,臺西,,,12.0,,
76,3.0,,,,,2025-12-24 00:00:00,,31.0,,,,,69.0,,,76.0,朴子,,,6.0,,
88,3.0,,,,,2025-12-24 00:00:00,,29.0,,,,,77.0,,,88.0,新港,,,12.0,,
80,2.0,,,,,2025-12-24 00:00:00,,24.0,,,,,73.0,,,80.0,崙背,,,12.0,,
98,3.0,,,,,2025-12-24 00:00:00,,40.0,,,,,82.0,,,98.0,斗六,,,19.0,,
75,3.0,,,,,2025-12-24 00:00:00,,51.0,,,,,67.0,,,75.0,南投,,,6.0,,
76,3.0,,,,,2025-12-24 00:00:00,,31.0,,,,,76.0,,,66.0,二林,,,12.0,,
62,3.0,,,,,2025-12-24 00:00:00,,40.0,,,,,62.0,,,58.0,線西,,,25.0,,
82,,5,,,,,2026-03-29,,51,,,,,65,82,,,140,林森,,12,
104,,3,,,,,2026-03-29,,21,,67,,,71,104,,,139,員林,,19,
106,,8,,,,,2026-03-29,,54,,,,,73,106,,,88,臺灣大道,,12,
101,,2,,,,,2026-03-29,,12,,101,,,70,82,,,85,大城,,6,
115,,2,,,,,2026-03-29,,12,,115,,,79,99,,,84,富貴角,,0,
84,,2,,,,,2026-03-29,,19,,,,,72,84,,,83,麥寮,,19,
47,,2,,,,,2026-03-29,,7,,41,,,28,47,,,80,關山,,0,
80,,2,,,,,2026-03-29,,7,,80,,,48,71,,,78,馬公,,0,
108,,3,,,,,2026-03-29,,54,,93,,,59,108,,,77,金門,,25,
101,,5,,,,,2026-03-29,,21,,101,,,61,95,,,75,馬祖,,6,
85,,3,,,,,2026-03-29,,19,,44,,,58,85,,,72,埔里,,12,
76,,5,,,,,2026-03-29,,33,,,,,62,76,,,71,復興,,6,
112,,9,,,,,2026-03-29,,55,,,,,88,112,,,70,永和,,6,
105,,3,,,,,2026-03-29,,26,,58,,,74,105,,,69,竹山,,19,
124,,8,,,,,2026-03-29,,59,,,,,101,124,,,68,中壢,,0,
115,,9,,,,,2026-03-29,,64,,,,,90,115,,,67,三重,,6,
64,,3,,,,,2026-03-29,,38,,54,,,51,64,,,66,冬山,,25,
61,,2,,,,,2026-03-29,,17,,61,,,35,56,,,65,宜蘭,,12,
56,,2,,,,,2026-03-29,,5,,48,,,35,56,,,64,陽明,,6,
46,,3,,,,,2026-03-29,,12,,46,,,33,44,,,63,花蓮,,12,
51,,2,,,,,2026-03-29,,19,,45,,,35,51,,,62,臺東,,0,
67,,3,,,,,2026-03-29,,17,,67,,,40,61,,,61,恆春,,25,
72,,2,,,,,2026-03-29,,26,,54,,,60,72,,,60,潮州,,6,
75,,3,,,,,2026-03-29,,19,,54,,,60,75,,,59,屏東,,6,
82,,3,,,,,2026-03-29,,40,,47,,,64,82,,,58,小港,,12,
77,,3,,,,,2026-03-29,,29,,,,,69,77,,,57,前鎮,,12,
73,,3,,,,,2026-03-29,,24,,49,,,67,73,,,56,前金,,6,
76,,5,,,,,2026-03-29,,26,,48,,,67,76,,,54,左營,,6,
73,,2,,,,,2026-03-29,,21,,47,,,65,73,,,53,楠梓,,6,
76,,3,,,,,2026-03-29,,29,,42,,,68,76,,,52,林園,,12,
78,,2,,,,,2026-03-29,,29,,49,,,63,78,,,51,大寮,,12,
78,,5,,,,,2026-03-29,,31,,,,,61,78,,,50,鳳山,,12,
84,,3,,,,,2026-03-29,,33,,48,,,65,84,,,49,仁武,,25,
80,,3,,,,,2026-03-29,,26,,45,,,64,80,,,48,橋頭,,6,
70,,2,,,,,2026-03-29,,17,,51,,,52,70,,,47,美濃,,6,
78,,3,,,,,2026-03-29,,40,,44,,,68,78,,,46,臺南,,6,
80,,3,,,,,2026-03-29,,38,,45,,,69,80,,,45,安南,,19,
76,,2,,,,,2026-03-29,,19,,46,,,71,76,,,44,善化,,19,
85,,3,,,,,2026-03-29,,21,,45,,,74,85,,,43,新營,,12,
96,,5,,,,,2026-03-29,,21,,48,,,76,96,,,42,嘉義,,19,
76,,2,,,,,2026-03-29,,29,,,,,71,76,,,41,臺西,,19,
85,,2,,,,,2026-03-29,,17,,48,,,71,85,,,40,朴子,,6,
92,,3,,,,,2026-03-29,,14,,58,,,77,92,,,39,新港,,12,
95,,3,,,,,2026-03-29,,17,,51,,,84,95,,,38,崙背,,6,
109,,5,,,,,2026-03-29,,24,,58,,,84,109,,,37,斗六,,19,
104,,3,,,,,2026-03-29,,31,,58,,,72,104,,,36,南投,,6,
103,,5,,,,,2026-03-29,,24,,71,,,93,103,,,35,二林,,19,
100,,5,,,,,2026-03-29,,29,,,,,83,100,,,34,線西,,25,
98,,3,,,,,2026-03-29,,24,,67,,,73,98,,,33,彰化,,25,
96,,3,,,,,2026-03-29,,43,,51,,,72,96,,,32,西屯,,25,
91,,5,,,,,2026-03-29,,33,,54,,,72,91,,,31,忠明,,19,
102,,3,,,,,2026-03-29,,29,,50,,,77,102,,,30,大里,,19,
107,,3,,,,,2026-03-29,,24,,80,,,84,107,,,29,沙鹿,,6,
101,,5,,,,,2026-03-29,,38,,71,,,65,101,,,28,豐原,,6,
92,,3,,,,,2026-03-29,,31,,77,,,68,92,,,27,三義,,12,
106,,3,,,,,2026-03-29,,24,,87,,,77,106,,,26,苗栗,,12,
104,,5,,,,,2026-03-29,,40,,,,,93,104,,,25,頭份,,12,
107,,5,,,,,2026-03-29,,40,,84,,,90,107,,,24,新竹,,0,
103,,3,,,,,2026-03-29,,29,,50,,,74,103,,,23,竹東,,6,
103,,3,,,,,2026-03-29,,40,,87,,,86,103,,,22,湖口,,6,
122,,5,,,,,2026-03-29,,36,,47,,,90,122,,,21,龍潭,,6,
118,,6,,,,,2026-03-29,,45,,61,,,98,118,,,20,平鎮,,0,
98,,3,,,,,2026-03-29,,31,,93,,,73,98,,,19,觀音,,6,
101,,3,,,,,2026-03-29,,57,,90,,,81,101,,,18,大園,,6,
110,,6,,,,,2026-03-29,,53,,71,,,88,110,,,17,桃園,,12,
109,,9,,,,,2026-03-29,,61,,,,,77,109,,,16,大同,,6,
114,,5,,,,,2026-03-29,,50,,51,,,81,114,,,15,松山,,12,
102,,5,,,,,2026-03-29,,51,,61,,,80,102,,,14,古亭,,6,
117,,6,,,,,2026-03-29,,57,,48,,,82,117,,,13,萬華,,6,
118,,6,,,,,2026-03-29,,54,,47,,,84,118,,,12,中山,,0,
95,,3,,,,,2026-03-29,,31,,74,,,76,95,,,11,士林,,6,
102,,5,,,,,2026-03-29,,36,,67,,,80,102,,,10,淡水,,6,
88,,5,,,,,2026-03-29,,52,,77,,,57,88,,,9,林口,,6,
102,,5,,,,,2026-03-29,,54,,67,,,82,102,,,8,菜寮,,0,
98,,5,,,,,2026-03-29,,55,,77,,,73,98,,,7,新莊,,0,
115,,7,,,,,2026-03-29,,56,,58,,,80,115,,,6,板橋,,19,
109,,6,,,,,2026-03-29,,51,,51,,,87,109,,,5,土城,,0,
104,,5,,,,,2026-03-29,,40,,48,,,71,104,,,4,新店,,6,
106,,3,,,,,2026-03-29,,55,,49,,,72,106,,,2,汐止,,6,
102,,3,,,,,2026-03-29,,51,,58,,,69,102,,,1,基隆,,25,
74,,6,,,,,2026-03-30,,55,,,,,59,74,,,140,林森,,19,
87,,3,,,,,2026-03-30,,26,,46,,,70,87,,,139,員林,,6,
94,,8,,,,,2026-03-30,,54,,,,,64,94,,,88,臺灣大道,,19,
75,,2,,,,,2026-03-30,,17,,40,,,72,75,,,85,大城,,25,
80,,2,,,,,2026-03-30,,14,,71,,,54,80,,,84,富貴角,,6,
78,,3,,,,,2026-03-30,,24,,,,,62,78,,,83,麥寮,,12,
61,,2,,,,,2026-03-30,,10,,36,,,40,61,,,80,關山,,6,
58,,2,,,,,2026-03-30,,21,,44,,,38,58,,,78,馬公,,0,
109,,3,,,,,2026-03-30,,40,,39,,,63,109,,,77,金門,,12,
74,,3,,,,,2026-03-30,,43,,64,,,50,74,,,75,馬祖,,6,
78,,3,,,,,2026-03-30,,17,,45,,,57,78,,,72,埔里,,6,
65,,3,,,,,2026-03-30,,61,,,,,51,65,,,71,復興,,44,
107,,12,,,,,2026-03-30,,61,,,,,78,107,,,70,永和,,6,
87,,3,,,,,2026-03-30,,26,,51,,,65,87,,,69,竹山,,12,
101,,12,,,,,2026-03-30,,59,,,,,70,101,,,68,中壢,,6,
119,,18,,,,,2026-03-30,,66,,,,,81,119,,,67,三重,,6,
79,,5,,,,,2026-03-30,,33,,44,,,59,79,,,66,冬山,,6,
76,,3,,,,,2026-03-30,,17,,44,,,57,76,,,65,宜蘭,,0,
59,,3,,,,,2026-03-30,,14,,46,,,40,59,,,64,陽明,,6,
54,,3,,,,,2026-03-30,,21,,41,,,40,54,,,63,花蓮,,38,
62,,3,,,,,2026-03-30,,19,,37,,,47,62,,,62,臺東,,6,
58,,2,,,,,2026-03-30,,12,,41,,,33,58,,,61,恆春,,6,
72,,2,,,,,2026-03-30,,40,,42,,,60,72,,,60,潮州,,6,
